"","Screen_bg","ConsentKey.keys","ConsentKey.rt","Begin.keys","Begin.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","AttnQuestion","AttnAnswer","participant","PROLIFIC_ID","Age","Gender","Handedness","Native Language","date","expName","psychopyVersion","OS","frameRate","browser","xResolution","yResolution","NextStep.keys","NextStep.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","PracProceed.keys","PracProceed.rt","SalientLetterPos","NonSalientLetterPos","DisResp.keys","DisResp.corr","Target","TargetResp_p.keys","TargetResp_p.corr","TargetResp_p.rt","Prac_loop.thisRepN","Prac_loop.thisTrialN","Prac_loop.thisN","Prac_loop.thisIndex","Prac_loop.ran","Block","SalD","NSalD","Condition","Saliency","CorrectAnswer","Validity","Exp_proceed.keys","Exp_proceed.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","TargetResp.keys","TargetResp.corr","TargetResp.rt","headstartLearn.thisRepN","headstartLearn.thisTrialN","headstartLearn.thisN","headstartLearn.thisIndex","headstartLearn.ran","brkContinue.keys","PauseResp.keys","ExpTrials.thisRepN","ExpTrials.thisTrialN","ExpTrials.thisN","ExpTrials.thisIndex","ExpTrials.ran","brkContinue.rt","PauseResp.rt","CA_Proceed.keys","CA_Proceed.rt","Resp1_2.keys","CAResponse_2.keys","CAResponse_2.corr","CAResponse_2.rt","CA_trials.thisRepN","CA_trials.thisTrialN","CA_trials.thisN","CA_trials.thisIndex","CA_trials.ran","AwareResp.keys","AwareResp.corr","AwareResp.rt","AwareQ_loop.thisRepN","AwareQ_loop.thisTrialN","AwareQ_loop.thisN","AwareQ_loop.thisIndex","AwareQ_loop.ran","AwareQ","Solution","Performance","Bonus","todebrief.keys","todebrief.rt","Finalend.keys","Finalend.rt"
"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0.07,-0.065]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"SalMC","G","X","MultipleD","NonSalient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5753050000002986]",NA,NA,NA,NA,NA,NA,NA,0,123,123,415,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0.07,0.065]",NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5902100000004111]",NA,NA,NA,NA,NA,NA,NA,0,124,124,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0,-0.1]",NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.595115000000078]",NA,NA,NA,NA,NA,NA,NA,0,125,125,78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.07,0.065]","[-0.07,0.065]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"SalMC","G","X","MultipleD","Salient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.6193749999983993]",NA,NA,NA,NA,NA,NA,NA,0,126,126,401,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.07,0.065]","[-0.07,-0.065]",NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"X","SingleD","NonSalient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.7587899999998626]",NA,NA,NA,NA,NA,NA,NA,0,127,127,219,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.1,0]","[0.07,0.065]",NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"L","SingleD","NonSalient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""u"",""e""]",0,"[0.6199800000011919,0.8859050000011166]",NA,NA,NA,NA,NA,NA,NA,0,128,128,334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,0.065]","[0.1,0]",NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"L","SingleD","NonSalient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""u"",""e""]",0,"[0.5903749999997672,1.7767450000011422]",NA,NA,NA,NA,NA,NA,NA,0,129,129,310,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[0,-0.1]",NA,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"X","SingleD","NonSalient","e","invalid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5830999999998312]",NA,NA,NA,NA,NA,NA,NA,0,130,130,391,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.1,0]","[-0.07,-0.065]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G",NA,"SingleD","Salient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.45508499999971264]",NA,NA,NA,NA,NA,NA,NA,0,131,131,273,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,0.065]","[-0.07,-0.065]",NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G",NA,"SingleD","Salient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.6534200000005512]",NA,NA,NA,NA,NA,NA,NA,0,132,132,377,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,0.1]","[0.07,-0.065]",NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5230099999988624]",NA,NA,NA,NA,NA,NA,NA,0,133,133,189,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,0.065]","[-0.07,-0.065]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.43972499999824777]",NA,NA,NA,NA,NA,NA,NA,0,134,134,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,0.065]","[-0.1,0]",NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"L","SingleD","NonSalient","u","invalid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.42629499999929976]",NA,NA,NA,NA,NA,NA,NA,0,135,135,390,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.07,0.065]","[0,-0.1]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.3413200000013603]",NA,NA,NA,NA,NA,NA,NA,0,136,136,131,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.1,0]","[-0.07,-0.065]",NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.49883500000032654]",NA,NA,NA,NA,NA,NA,NA,0,137,137,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,0.065]","[0.07,0.065]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5398599999989528]",NA,NA,NA,NA,NA,NA,NA,0,138,138,139,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[0.1,0]",NA,0,"9",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.72171999999955]",NA,NA,NA,NA,NA,NA,NA,0,139,139,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.1,0]","[-0.07,0.065]",NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""u"",""e""]",0,"[0.33747500000015407,0.6048950000002833]",NA,NA,NA,NA,NA,NA,NA,0,140,140,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,0.1]","[0.07,-0.065]",NA,0,"9",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V",NA,"SingleD","Salient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5570549999993091]",NA,NA,NA,NA,NA,NA,NA,0,141,141,360,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,-0.1]","[0.1,0]",NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.3634100000000444]",NA,NA,NA,NA,NA,NA,NA,0,142,142,132,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.1,0]","[-0.07,0.065]",NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"SalMC","G","X","MultipleD","Salient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.6262100000003556]",NA,NA,NA,NA,NA,NA,NA,0,143,143,407,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.1,0]","[0,0.1]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"X","SingleD","NonSalient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.3491549999998824]",NA,NA,NA,NA,NA,NA,NA,0,144,144,255,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[0,0.1]",NA,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""e"",""u""]",0,"[0.521230000000287,0.9867649999996502]",NA,NA,NA,NA,NA,"space",NA,0,145,145,153,1,16.13433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0,0.1]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V",NA,"SingleD","Salient","u","invalid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.504704999999376]",NA,NA,NA,NA,NA,NA,NA,0,146,146,392,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0.07,0.065]",NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"L","SingleD","NonSalient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5039749999996275]",NA,NA,NA,NA,NA,NA,NA,0,147,147,246,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[0,0.1]",NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G",NA,"SingleD","Salient","e","invalid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.554309999999532]",NA,NA,NA,NA,NA,NA,NA,0,148,148,389,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[0.07,-0.065]",NA,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"L","SingleD","NonSalient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.7066400000003341]",NA,NA,NA,NA,NA,NA,NA,0,149,149,294,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,0.065]","[0,-0.1]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G",NA,"SingleD","Salient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5167099999998754]",NA,NA,NA,NA,NA,NA,NA,0,150,150,205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,0.1]","[-0.1,0]",NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5060300000004645]",NA,NA,NA,NA,NA,NA,NA,0,151,151,108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.07,-0.065]","[-0.07,-0.065]",NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G",NA,"SingleD","Salient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.4140050000005431]",NA,NA,NA,NA,NA,NA,NA,0,152,152,353,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0,-0.1]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.48672499999884167]",NA,NA,NA,NA,NA,NA,NA,0,153,153,119,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[-0.07,0.065]",NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","u","invalid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.4331999999994878]",NA,NA,NA,NA,NA,NA,NA,0,154,154,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.07,0.065]","[0,-0.1]",NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.45350000000144064]",NA,NA,NA,NA,NA,NA,NA,0,155,155,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,22,"female","right","German","2021-05-19_13h13.41.818","Exp8","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,0.1]","[0.07,-0.065]",NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V",NA,"SingleD","Salient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5550500000007332]",NA,NA,NA,NA,NA,NA,NA,0,156,156,268,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
